livingArea           ,lat                   ,lng                 ,flatBuildingtype ,flatFloorCount ,numberOfRooms      ,bathrooms with toilet ,toilets            ,buildingFloorPosition ,county_Dubrovačko-neretvanska ,city_Blato ,city_Dubrovačko Primorje ,city_Dubrovnik ,city_Dubrovnik - Okolica ,city_Janjina ,city_Konavle ,city_Korčula ,city_Metković ,city_Opuzen ,city_Orebić ,city_Ploče ,city_Slivno ,city_Ston ,city_Trpanj ,city_Vela Luka ,city_Župa Dubrovačka ,neighborhood_Babin kuk ,neighborhood_Batala ,neighborhood_Blato ,neighborhood_Boninovo ,neighborhood_Brgat Donji ,neighborhood_Cavtat ,neighborhood_Duba ,neighborhood_Duboka ,neighborhood_Gorica ,neighborhood_Gornje Obuljeno ,neighborhood_Gornji Kono ,neighborhood_Gruž ,neighborhood_Gruž - Luka ,neighborhood_Hodilje ,neighborhood_Klek ,neighborhood_Komarna ,neighborhood_Komin ,neighborhood_Korčula ,neighborhood_Kučište ,neighborhood_Lapad ,neighborhood_Lazaret ,neighborhood_Metković ,neighborhood_Mlini ,neighborhood_Mokošica ,neighborhood_Montovjerna ,neighborhood_Nova Mokošica ,neighborhood_Nuncijata ,neighborhood_Opuzen ,neighborhood_Orašac ,neighborhood_Orebić ,neighborhood_Osobjava ,neighborhood_Petrača ,neighborhood_Pile ,neighborhood_Ploče ,neighborhood_Pobrežje ,neighborhood_Podgorje ,neighborhood_Rožat ,neighborhood_Slano ,neighborhood_Solitudo ,neighborhood_Srebreno ,neighborhood_Srednji Kono ,neighborhood_Stari grad ,neighborhood_Ston ,neighborhood_Trpanj ,neighborhood_Vela Luka ,neighborhood_Viganj ,neighborhood_Zaton ,neighborhood_Zavrelje ,neighborhood_Zvekovica ,neighborhood_Čibača ,neighborhood_Čilipi ,neighborhood_Šipčine ,neighborhood_Žrnovo ,neighborhood_Žuljana
0.16376306620209058  ,0.020230430460628668  ,0.968098120472388   ,             0.0 ,           0.0 ,0.4                ,                 0.0  ,0.0                ,                0.0   ,                          0.0 ,       0.0 ,                     0.0 ,           0.0 ,                     0.0 ,         0.0 ,         0.0 ,         0.0 ,          0.0 ,        0.0 ,        0.0 ,       0.0 ,        0.0 ,      0.0 ,        0.0 ,           0.0 ,                 1.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                0.0 ,              0.0 ,                0.0 ,                0.0 ,                         0.0 ,                     0.0 ,              0.0 ,                     0.0 ,                 0.0 ,              0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                  0.0 ,               1.0 ,                  0.0 ,                     0.0 ,                       0.0 ,                   0.0 ,                0.0 ,                0.0 ,                0.0 ,                  0.0 ,                 0.0 ,              0.0 ,               0.0 ,                  0.0 ,                  0.0 ,               0.0 ,               0.0 ,                  0.0 ,                  0.0 ,                      0.0 ,                    0.0 ,              0.0 ,                0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                   0.0 ,                0.0 ,                0.0 ,                 0.0 ,                0.0 ,                 0.0
0.18118466898954705  ,0.020230430460628668  ,0.968098120472388   ,             0.0 ,           0.0 ,0.4                ,                 0.0  ,0.0                ,                0.0   ,                          0.0 ,       0.0 ,                     0.0 ,           0.0 ,                     0.0 ,         0.0 ,         0.0 ,         0.0 ,          0.0 ,        0.0 ,        0.0 ,       0.0 ,        0.0 ,      0.0 ,        0.0 ,           0.0 ,                 1.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                0.0 ,              0.0 ,                0.0 ,                0.0 ,                         0.0 ,                     0.0 ,              0.0 ,                     0.0 ,                 0.0 ,              0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                  0.0 ,               1.0 ,                  0.0 ,                     0.0 ,                       0.0 ,                   0.0 ,                0.0 ,                0.0 ,                0.0 ,                  0.0 ,                 0.0 ,              0.0 ,               0.0 ,                  0.0 ,                  0.0 ,               0.0 ,               0.0 ,                  0.0 ,                  0.0 ,                      0.0 ,                    0.0 ,              0.0 ,                0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                   0.0 ,                0.0 ,                0.0 ,                 0.0 ,                0.0 ,                 0.0
0.12543554006968644  ,0.02454939060048389   ,0.9247461341045469  ,             0.0 ,           0.0 ,0.6000000000000001 ,                 0.25 ,0.0                ,                0.125 ,                          0.0 ,       0.0 ,                     0.0 ,           1.0 ,                     0.0 ,         0.0 ,         0.0 ,         0.0 ,          0.0 ,        0.0 ,        0.0 ,       0.0 ,        0.0 ,      0.0 ,        0.0 ,           0.0 ,                 0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                0.0 ,              0.0 ,                0.0 ,                0.0 ,                         0.0 ,                     0.0 ,              0.0 ,                     0.0 ,                 0.0 ,              0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                  0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                       0.0 ,                   0.0 ,                0.0 ,                0.0 ,                0.0 ,                  0.0 ,                 0.0 ,              0.0 ,               0.0 ,                  0.0 ,                  0.0 ,               0.0 ,               0.0 ,                  0.0 ,                  0.0 ,                      0.0 ,                    1.0 ,              0.0 ,                0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                   0.0 ,                0.0 ,                0.0 ,                 0.0 ,                0.0 ,                 0.0
0.30313588850174217  ,0.020230430460628668  ,0.968098120472388   ,             0.0 ,           0.0 ,0.6000000000000001 ,                 0.5  ,0.0                ,                0.375 ,                          0.0 ,       0.0 ,                     0.0 ,           0.0 ,                     0.0 ,         0.0 ,         0.0 ,         0.0 ,          0.0 ,        0.0 ,        0.0 ,       0.0 ,        0.0 ,      0.0 ,        0.0 ,           0.0 ,                 1.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                0.0 ,              0.0 ,                0.0 ,                0.0 ,                         0.0 ,                     0.0 ,              0.0 ,                     0.0 ,                 0.0 ,              0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                  0.0 ,               1.0 ,                  0.0 ,                     0.0 ,                       0.0 ,                   0.0 ,                0.0 ,                0.0 ,                0.0 ,                  0.0 ,                 0.0 ,              0.0 ,               0.0 ,                  0.0 ,                  0.0 ,               0.0 ,               0.0 ,                  0.0 ,                  0.0 ,                      0.0 ,                    0.0 ,              0.0 ,                0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                   0.0 ,                0.0 ,                0.0 ,                 0.0 ,                0.0 ,                 0.0
0.14634146341463417  ,0.020230430460628668  ,0.968098120472388   ,             0.0 ,           0.0 ,0.4                ,                 0.0  ,0.0                ,                0.125 ,                          0.0 ,       0.0 ,                     0.0 ,           0.0 ,                     0.0 ,         0.0 ,         0.0 ,         0.0 ,          0.0 ,        0.0 ,        0.0 ,       0.0 ,        0.0 ,      0.0 ,        0.0 ,           0.0 ,                 1.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                0.0 ,              0.0 ,                0.0 ,                0.0 ,                         0.0 ,                     0.0 ,              0.0 ,                     0.0 ,                 0.0 ,              0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                  0.0 ,               1.0 ,                  0.0 ,                     0.0 ,                       0.0 ,                   0.0 ,                0.0 ,                0.0 ,                0.0 ,                  0.0 ,                 0.0 ,              0.0 ,               0.0 ,                  0.0 ,                  0.0 ,               0.0 ,               0.0 ,                  0.0 ,                  0.0 ,                      0.0 ,                    0.0 ,              0.0 ,                0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                   0.0 ,                0.0 ,                0.0 ,                 0.0 ,                0.0 ,                 0.0
0.1672473867595819   ,0.028615479034741043  ,0.9114622517238642  ,             0.0 ,           0.0 ,0.6000000000000001 ,                 0.25 ,0.0                ,                0.125 ,                          0.0 ,       0.0 ,                     0.0 ,           1.0 ,                     0.0 ,         0.0 ,         0.0 ,         0.0 ,          0.0 ,        0.0 ,        0.0 ,       0.0 ,        0.0 ,      0.0 ,        0.0 ,           0.0 ,                 0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                0.0 ,              0.0 ,                0.0 ,                0.0 ,                         0.0 ,                     0.0 ,              0.0 ,                     0.0 ,                 0.0 ,              0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                 0.0 ,               1.0 ,                 0.0 ,                  0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                       0.0 ,                   0.0 ,                0.0 ,                0.0 ,                0.0 ,                  0.0 ,                 0.0 ,              0.0 ,               0.0 ,                  0.0 ,                  0.0 ,               0.0 ,               0.0 ,                  0.0 ,                  0.0 ,                      0.0 ,                    0.0 ,              0.0 ,                0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                   0.0 ,                0.0 ,                0.0 ,                 0.0 ,                0.0 ,                 0.0
0.3205574912891986   ,0.02454939060048389   ,0.9247461341045469  ,             1.0 ,           0.5 ,0.8                ,                 0.75 ,0.0                ,                0.0   ,                          0.0 ,       0.0 ,                     0.0 ,           1.0 ,                     0.0 ,         0.0 ,         0.0 ,         0.0 ,          0.0 ,        0.0 ,        0.0 ,       0.0 ,        0.0 ,      0.0 ,        0.0 ,           0.0 ,                 0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                0.0 ,              0.0 ,                0.0 ,                0.0 ,                         0.0 ,                     0.0 ,              0.0 ,                     0.0 ,                 0.0 ,              0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                  0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                       0.0 ,                   0.0 ,                0.0 ,                0.0 ,                0.0 ,                  0.0 ,                 0.0 ,              0.0 ,               0.0 ,                  0.0 ,                  0.0 ,               0.0 ,               0.0 ,                  0.0 ,                  0.0 ,                      0.0 ,                    1.0 ,              0.0 ,                0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                   0.0 ,                0.0 ,                0.0 ,                 0.0 ,                0.0 ,                 0.0
0.22996515679442509  ,0.027765299151091938  ,0.916876877900223   ,             0.0 ,           0.0 ,0.6000000000000001 ,                 0.0  ,0.0                ,                0.125 ,                          0.0 ,       0.0 ,                     0.0 ,           1.0 ,                     0.0 ,         0.0 ,         0.0 ,         0.0 ,          0.0 ,        0.0 ,        0.0 ,       0.0 ,        0.0 ,      0.0 ,        0.0 ,           0.0 ,                 0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                0.0 ,              0.0 ,                0.0 ,                0.0 ,                         0.0 ,                     0.0 ,              0.0 ,                     0.0 ,                 0.0 ,              0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                  0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                       0.0 ,                   0.0 ,                0.0 ,                0.0 ,                0.0 ,                  0.0 ,                 0.0 ,              0.0 ,               0.0 ,                  0.0 ,                  0.0 ,               0.0 ,               0.0 ,                  0.0 ,                  0.0 ,                      0.0 ,                    0.0 ,              0.0 ,                0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                   0.0 ,                0.0 ,                0.0 ,                 1.0 ,                0.0 ,                 0.0
0.13588850174216027  ,0.020230430460628668  ,0.968098120472388   ,             0.0 ,           0.0 ,0.4                ,                 0.0  ,0.0                ,                0.0   ,                          0.0 ,       0.0 ,                     0.0 ,           0.0 ,                     0.0 ,         0.0 ,         0.0 ,         0.0 ,          0.0 ,        0.0 ,        0.0 ,       0.0 ,        0.0 ,      0.0 ,        0.0 ,           0.0 ,                 1.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                0.0 ,              0.0 ,                0.0 ,                0.0 ,                         0.0 ,                     0.0 ,              0.0 ,                     0.0 ,                 0.0 ,              0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                  0.0 ,               1.0 ,                  0.0 ,                     0.0 ,                       0.0 ,                   0.0 ,                0.0 ,                0.0 ,                0.0 ,                  0.0 ,                 0.0 ,              0.0 ,               0.0 ,                  0.0 ,                  0.0 ,               0.0 ,               0.0 ,                  0.0 ,                  0.0 ,                      0.0 ,                    0.0 ,              0.0 ,                0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                   0.0 ,                0.0 ,                0.0 ,                 0.0 ,                0.0 ,                 0.0
0.17073170731707316  ,0.020230430460628668  ,0.968098120472388   ,             0.0 ,           0.0 ,0.4                ,                 0.0  ,0.0                ,                0.0   ,                          0.0 ,       0.0 ,                     0.0 ,           0.0 ,                     0.0 ,         0.0 ,         0.0 ,         0.0 ,          0.0 ,        0.0 ,        0.0 ,       0.0 ,        0.0 ,      0.0 ,        0.0 ,           0.0 ,                 1.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                     0.0 ,                0.0 ,              0.0 ,                0.0 ,                0.0 ,                         0.0 ,                     0.0 ,              0.0 ,                     0.0 ,                 0.0 ,              0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                 0.0 ,               0.0 ,                 0.0 ,                  0.0 ,               1.0 ,                  0.0 ,                     0.0 ,                       0.0 ,                   0.0 ,                0.0 ,                0.0 ,                0.0 ,                  0.0 ,                 0.0 ,              0.0 ,               0.0 ,                  0.0 ,                  0.0 ,               0.0 ,               0.0 ,                  0.0 ,                  0.0 ,                      0.0 ,                    0.0 ,              0.0 ,                0.0 ,                   0.0 ,                0.0 ,               0.0 ,                  0.0 ,                   0.0 ,                0.0 ,                0.0 ,                 0.0 ,                0.0 ,                 0.0
